设备ID,有功功率,无功功率
15,0.426025,0.36449375
16,0.50244375,0.44533125
17,0.396675,0.34105
18,0.4373125,0.4009375
19,0.000266667,0.000233333
20,0.41192,0.35916
21,0.0002,0.00012
22,0.39267,0.34594
23,0.41174,0.35916
24,0.00074375,0.0005
1,0.496366667,0.428833333
2,0.00075,0.000425
3,0.531694286,0.483048571
4,0.4215375,0.371125
5,0.497315,0.4599225
6,0.48814,0.45276
7,0.491976,0.425328
8,0.42887,0.37404
9,0.41052,0.37532
10,0.40238125,0.3739625
11,0.586625,0.5484375
12,0.4125125,0.37664
13,0.21323,0.1128
14,0.449666667,0.412766667
15,0.4641625,0.433325
16,0.5879875,0.52228125
17,0.37089375,0.34935625
18,0.4435625,0.41405
19,0.000466667,0.0003
20,0.5106,0.46856
21,0.000368,0.000336
22,0.45978,0.40861
23,0.43668,0.37906
24,0.00001875,0.00001875
1,0.441466667,0.3892
2,0.0006125,0.0004125
3,0.509731429,0.443391429
4,0.42101875,0.383575
5,0.5355,0.4575425
6,0.571194286,0.491677143
7,0.387,0.342896
8,0.40517,0.36619
9,0.40472,0.36522
10,0.3788875,0.32308125
11,0.519975,0.443625
12,0.4012575,0.34237
13,0.22613,0.14705
14,0.4524,0.418233333
15,0.49023125,0.43543125
16,0.57115,0.51464375
17,0.50068125,0.44094375
18,0.4353125,0.3850875
19,0.000466667,0.0003
20,0.43736,0.3756
21,0.000984,0.000552
22,0.46518,0.42993
23,0.4799,0.41862
24,0.00028125,0.0002
1,0.492966667,0.4565
2,0.00065,0.00043125
3,0.519345714,0.492
4,0.493925,0.44715625
5,0.4927125,0.4257375
6,0.599037143,0.553408571
7,0.475088,0.44648
8,0.38519,0.33958
9,0.4516,0.40138
10,0.398925,0.3470125
11,0.5348875,0.4793125
12,0.481495,0.4213275
13,0.296316667,0.18821
14,0.461833333,0.407
15,0.4819,0.4266
16,0.57394375,0.5403625
17,0.48803125,0.43585
18,0.397825,0.377025
19,0.000733333,0.000633333
20,0.44652,0.38422
21,0.0002,0.000144
22,0.5021,0.44804
23,0.49676,0.44638
24,0.0005625,0.0003125
1,0.497966667,0.4271
2,0.00091875,0.000775
3,0.572511429,0.541374286
4,0.5260875,0.4854375
5,0.5736975,0.509465
6,0.46544,0.413202857
7,0.488176,0.432112
8,0.48134,0.43836
9,0.42808,0.38762
10,0.5335375,0.4544
11,0.63795,0.5715375
12,0.51078,0.4456575
13,0.249573333,0.106883333
14,0.512366667,0.474466667
15,0.44970625,0.393125
16,0.5054625,0.46245
17,0.504975,0.4522125
18,0.511825,0.4775125
19,0.000166667,0.0001
20,0.51436,0.48292
21,0.000216,0.000168
22,0.53114,0.48802
23,0.5008,0.44848
24,0.0003625,0.00029375
1,0.553366667,0.515366667
2,0.000675,0.00045
3,0.603914286,0.554114286
4,0.42569375,0.39411875
5,0.6140225,0.5623875
6,0.494614286,0.444734286
7,0.407272,0.346304
8,0.55619,0.47387
9,0.5509,0.49676
10,0.4794375,0.4528
11,0.527025,0.486275
12,0.4043,0.3682725
13,0.282093333,0.09913
14,0.530933333,0.479133333
15,0.46310625,0.39745625
16,0.63988125,0.6011125
17,0.472375,0.438975
18,0.48765,0.4174375
19,0.000333333,0.0003
20,0.42746,0.3801
21,0.000824,0.00068
22,0.52702,0.46704
23,0.47882,0.44908
24,0.00086875,0.00056875
1,0.426333333,0.387966667
2,0.00025625,0.000225
3,0.586751429,0.508237143
4,0.41994375,0.39436875
5,0.463585,0.4020125
6,0.507162857,0.481391429
7,0.545736,0.500808
8,0.50396,0.46696
9,0.4229,0.40052
10,0.47776875,0.44685
11,0.49455,0.4610875
12,0.425705,0.38763
13,0.240993333,0.11538
14,0.4498,0.411366667
15,0.45536875,0.40214375
16,0.54388125,0.4753125
17,0.52870625,0.48888125
18,0.544225,0.4697875
19,0.000533333,0.000333333
20,0.46212,0.42464
21,0.00008,0.000048
22,0.48374,0.44609
23,0.41872,0.3771
24,0.00053125,0.00036875
1,0.4264,0.368933333
2,0.00011875,0.0001
3,0.538145714,0.488642857
4,0.549875,0.496925
5,0.58216,0.5517925
6,0.475205714,0.404511429
7,0.4608,0.412296
8,0.49297,0.46788
9,0.41816,0.35916
10,0.4961,0.4239875
11,0.5412125,0.49305
12,0.489145,0.4418725
13,0.229346667,0.081886667
14,0.518833333,0.477833333
15,0.49959375,0.4268625
16,0.5393625,0.473575
17,0.505875,0.46119375
18,0.496925,0.4682875
19,0.0003,0.000233333
20,0.47118,0.40468
21,0.000472,0.000416
22,0.52944,0.50158
23,0.43756,0.37506
24,0.00065,0.00050625
1,0.434933333,0.373966667
2,0.00089375,0.000525
3,0.527628571,0.462808571
4,0.4329625,0.370675
5,0.585575,0.549895
6,0.529882857,0.473211429
7,0.437232,0.385344
8,0.52738,0.46958
9,0.48128,0.4402
10,0.455825,0.3919625
11,0.563975,0.5121
12,0.4911575,0.43813
13,0.27987,0.121446667
14,0.545133333,0.471533333
15,0.52901875,0.45435
16,0.601325,0.51495625
17,0.55149375,0.51831875
18,0.544975,0.5083125
19,0.000166667,0.000133333
20,0.53636,0.48388
21,0.000984,0.000752
22,0.54313,0.49215
23,0.4706,0.4377
24,0.0008375,0.00048125
1,0.458733333,0.4055
2,0.0006375,0.00045
3,0.484728571,0.423591429
4,0.4327125,0.38793125
5,0.60214,0.551715
6,0.477645714,0.406782857
7,0.44528,0.380184
8,0.43693,0.41332
9,0.55332,0.5254
10,0.4145,0.36005625
11,0.5865875,0.5064375
12,0.409105,0.3753025
13,0.23867,0.09592
14,0.539266667,0.505966667
15,0.4496375,0.39975625
16,0.51001875,0.44499375
17,0.54494375,0.51388125
18,0.5363875,0.489575
19,0.000766667,0.000433333
20,0.50084,0.44968
21,0.00072,0.000536
22,0.47911,0.42981
23,0.54974,0.47424
24,0.00024375,0.0001875
1,0.5153,0.448566667
2,0.00055,0.00039375
3,0.5514,0.512022857
4,0.4698,0.41109375
5,0.47395,0.403215
6,0.5755,0.516974286
7,0.53892,0.501176
8,0.48956,0.4189
9,0.53604,0.48066
10,0.4850875,0.4536875
11,0.642125,0.558775
12,0.40535,0.383725
13,0.286163333,0.182026667
14,0.541066667,0.5103
15,0.515775,0.48998125
16,0.495975,0.43568125
17,0.4162125,0.375425
18,0.516825,0.4620125
19,0.0008,0.0006
20,0.51852,0.47828
21,0.000144,0.000136
22,0.44651,0.41753
23,0.4487,0.38552
24,0.00016875,0.0001625
1,0.436466667,0.3785
2,0.0005125,0.00044375
3,0.631714286,0.560725714
4,0.41765,0.37905
5,0.556635,0.52798
6,0.562991429,0.48286
7,0.498328,0.43156
8,0.4682,0.43005
9,0.55414,0.50576
10,0.4186125,0.3567625
11,0.61815,0.572625
12,0.425485,0.397495
13,0.20662,0.12547
14,0.531066667,0.4905
15,0.5143375,0.441975
16,0.62680625,0.563275
17,0.53406875,0.5016625
18,0.427225,0.389925
19,6.66667E-05,3.33333E-05
20,0.46936,0.41866
21,0.000832,0.000728
22,0.47891,0.40878
23,0.5315,0.48386
24,0.00026875,0.00019375
1,0.424133333,0.39
2,0.000675,0.000425
3,0.625254286,0.553042857
4,0.46360625,0.424875
5,0.58377,0.526285
6,0.492345714,0.447082857
7,0.425936,0.3782
8,0.49474,0.46557
9,0.55578,0.49628
10,0.5240375,0.46176875
11,0.605375,0.5503375
12,0.42758,0.3966775
13,0.228783333,0.143016667
14,0.495133333,0.4558
15,0.5346125,0.5026875
16,0.6397625,0.589675
17,0.45360625,0.41676875
18,0.4458875,0.404725
19,0.000233333,0.000166667
20,0.51362,0.48648
21,0.000992,0.000888
22,0.45507,0.39806
23,0.4246,0.4006
24,0.0006,0.00036875
1,0.4625,0.4134
2,0.00065625,0.00040625
3,0.510282857,0.482108571
4,0.52490625,0.4972375
5,0.4861,0.43885
6,0.467602857,0.414082857
7,0.532864,0.479936
8,0.41999,0.37058
9,0.4584,0.40822
10,0.5082,0.4646125
11,0.6404125,0.5821375
12,0.51261,0.4788625
13,0.22117,0.096673333
14,0.5706,0.521933333
15,0.49331875,0.45568125
16,0.632125,0.56741875
17,0.4526875,0.4297375
18,0.4796375,0.4502125
19,0.0001,0.0001
20,0.55724,0.4995
21,0.00016,0.000152
22,0.54718,0.51372
23,0.51366,0.46252
24,0.0005375,0.0003125
1,0.531466667,0.4992
2,0.00075,0.0006875
3,0.486,0.439331429
4,0.406725,0.3473
5,0.6414525,0.576055
6,0.550845714,0.504511429
7,0.473288,0.439736
8,0.53616,0.47079
9,0.47216,0.42254
10,0.5293875,0.4862625
11,0.5315875,0.4892
12,0.471625,0.443435
13,0.27572,0.13351
14,0.430133333,0.387933333
15,0.5533125,0.51931875
16,0.5496875,0.47680625
17,0.5019875,0.44553125
18,0.4959,0.4684125
19,0.000433333,0.000233333
20,0.5606,0.53184
21,0,0
22,0.44791,0.4083
23,0.4845,0.45026
24,0.00054375,0.00043125
1,0.5639,0.533833333
2,0.0000375,0.00003125
3,0.590591429,0.544854286
4,0.46906875,0.4043
5,0.5494925,0.5071175
6,0.621554286,0.559922857
7,0.522512,0.47188
8,0.41306,0.3743
9,0.49966,0.44958
10,0.52204375,0.44656875
11,0.4790875,0.4159875
12,0.449755,0.41105
13,0.225653333,0.099736667
14,0.537833333,0.505333333
15,0.4155375,0.38171875
16,0.47961875,0.4326375
17,0.54180625,0.4693125
18,0.544425,0.48045
19,0.000333333,0.000266667
20,0.5536,0.51426
21,0.000056,0.000048
22,0.54213,0.47747
23,0.45778,0.39302
24,0.00091875,0.00060625
1,0.446233333,0.422833333
2,0.0001875,0.00016875
3,0.620837143,0.563502857
4,0.42384375,0.381025
5,0.573655,0.49362
6,0.540177143,0.466697143
7,0.427496,0.376896
8,0.43995,0.38903
9,0.45044,0.40734
10,0.4037625,0.3468625
11,0.5033875,0.4414625
12,0.49292,0.463725
13,0.24984,0.11926
14,0.470133333,0.439066667
15,0.4275375,0.4015
16,0.53875625,0.46924375
17,0.46665,0.439825
18,0.513,0.4688
19,0.0005,0.0003
20,0.47936,0.43912
21,0.000328,0.0002
22,0.50011,0.4736
23,0.4902,0.44882
24,0.0002,0.00011875
1,0.538566667,0.4886
2,0.00029375,0.00024375
3,0.491528571,0.466288571
4,0.473775,0.4268625
5,0.56146,0.4810825
6,0.526788571,0.478434286
7,0.415504,0.357472
8,0.46612,0.4417
9,0.43304,0.38778
10,0.46293125,0.43789375
11,0.5281125,0.4705875
12,0.4396675,0.4154975
13,0.295726667,0.12708
14,0.495366667,0.4417
15,0.44400625,0.4116625
16,0.47515625,0.435025
17,0.426925,0.4047
18,0.4617625,0.4193
19,0.0008,0.000633333
20,0.51036,0.45934
21,0.000848,0.00056
22,0.5093,0.46554
23,0.47348,0.42502
24,0.0005625,0.000425
1,0.470433333,0.4185
2,0.0007125,0.000675
3,0.597328571,0.562254286
4,0.416775,0.39330625
5,0.63868,0.554065
6,0.515342857,0.482397143
7,0.426776,0.38628
8,0.43022,0.36682
9,0.48842,0.431
10,0.41239375,0.35985625
11,0.6410875,0.597875
12,0.4226475,0.36562
13,0.248633333,0.140026667
14,0.464266667,0.429866667
15,0.45911875,0.4331875
16,0.50894375,0.47410625
17,0.446425,0.3971125
18,0.4936375,0.4287625
19,0.0008,0.0005
20,0.54576,0.48188
21,0.000624,0.00056
22,0.44942,0.38383
23,0.44014,0.41236
24,0.0003875,0.00025625
1,0.5411,0.475633333
2,0.00095625,0.00081875
3,0.602802857,0.519954286
4,0.4378125,0.4098125
5,0.64868,0.59294
6,0.53532,0.462597143
7,0.418688,0.378296
8,0.46298,0.41183
9,0.49834,0.43652
10,0.4600625,0.40363125
11,0.501075,0.4265875
12,0.4457675,0.384125
13,0.203063333,0.09996
14,0.424633333,0.3646
15,0.4145875,0.37833125
16,0.52524375,0.45066875
17,0.52061875,0.46195625
18,0.539475,0.48935
19,0.0004,0.000333333
20,0.48314,0.4514
21,0.000952,0.000816
22,0.54818,0.48425
23,0.4613,0.39992
24,0.0009375,0.000875
1,0.464266667,0.4216
2,0.0007125,0.00053125
3,0.619885714,0.588082857
4,0.4077375,0.3814
5,0.5276975,0.4994725
6,0.641148571,0.607314286
7,0.487592,0.462288
8,0.51797,0.44736
9,0.41656,0.38904
10,0.53603125,0.467925
11,0.6061875,0.5687875
12,0.4624075,0.40478
13,0.263803333,0.098586667
14,0.508866667,0.448066667
15,0.53843125,0.4834625
16,0.52885,0.4889125
17,0.5213375,0.483175
18,0.5110625,0.442075
19,0.0004,0.000233333
20,0.52048,0.44738
21,0.000392,0.000296
22,0.43817,0.3927
23,0.43514,0.40674
24,6.875E-05,0.00005
1,0.562133333,0.481833333
2,0.0004625,0.00043125
3,0.556551429,0.514991429
4,0.46130625,0.4030375
5,0.52557,0.4639925
6,0.611902857,0.578888571
7,0.414216,0.376544
8,0.54993,0.50569
9,0.43404,0.38748
10,0.4853625,0.4600875
11,0.5542,0.496625
12,0.49306,0.4247975
13,0.236326667,0.138533333
14,0.525033333,0.4877
15,0.51013125,0.4828125
16,0.47948125,0.43956875
17,0.4042625,0.3614875
18,0.4075375,0.3794125
19,0.000933333,0.0006
20,0.4349,0.41032
21,0.000312,0.00024
22,0.42404,0.387
23,0.46468,0.42596
24,0.00019375,0.00015
1,0.5018,0.452033333
2,0.00098125,0.00085625
3,0.495245714,0.451211429
4,0.43545625,0.40900625
5,0.544515,0.5127175
6,0.489551429,0.427028571
7,0.534416,0.479816
8,0.40459,0.35426
9,0.45462,0.42032
10,0.40576875,0.38525625
11,0.5552,0.5167875
12,0.4166875,0.359025
13,0.245086667,0.087276667
14,0.502833333,0.454966667
15,0.4055625,0.358475
16,0.49224375,0.44296875
17,0.405475,0.34994375
18,0.5326125,0.4555
19,0.000866667,0.0005
20,0.43378,0.39078
21,0.000456,0.000408
22,0.4244,0.37685
23,0.45426,0.41006
24,0.00055,0.0004375
1,0.512166667,0.4585
2,0.00028125,0.00025
3,0.549257143,0.473545714
4,0.4826,0.453725
5,0.5772075,0.5461025
6,0.591082857,0.525642857
7,0.499448,0.471088
8,0.44774,0.40473
9,0.53876,0.4769
10,0.4921875,0.4662
11,0.53195,0.4800625
12,0.46888,0.4137875
13,0.210406667,0.08318
14,0.548666667,0.519166667
15,0.52715,0.46415625
16,0.5774375,0.54705625
17,0.50641875,0.440275
18,0.4674375,0.43745
19,0.000566667,0.0004
20,0.49708,0.44538
21,0.000456,0.000408
22,0.50823,0.44575
23,0.42208,0.39244
24,0.00045625,0.0002875
1,0.527266667,0.4772
2,0.00088125,0.00056875
3,0.564722857,0.523594286
4,0.462325,0.4024375
5,0.6441325,0.5524625
6,0.60468,0.51504
7,0.498528,0.443808
8,0.48252,0.41848
9,0.47388,0.41694
10,0.52459375,0.49089375
11,0.564,0.5221875
12,0.4634875,0.42838
13,0.2417,0.12307
14,0.479833333,0.452733333
15,0.49191875,0.42796875
16,0.58691875,0.5162125
17,0.5197125,0.47900625
18,0.4892125,0.4165875
19,0.000633333,0.0004
20,0.49492,0.43346
21,0.000976,0.00092
22,0.53082,0.46247
23,0.54872,0.50452
24,0.00096875,0.00089375
1,0.4603,0.418666667
2,0.00039375,0.00034375
3,0.522562857,0.45194
4,0.41761875,0.36421875
5,0.4953,0.4501575
6,0.60516,0.563982857
7,0.490904,0.432024
8,0.45314,0.39539
9,0.47246,0.42114
10,0.51158125,0.44433125
11,0.6472625,0.59595
12,0.5318975,0.4881375
13,0.277843333,0.10478
14,0.444966667,0.4168
15,0.4965875,0.430375
16,0.53751875,0.46668125
17,0.4811125,0.41248125
18,0.487175,0.443025
19,0.000433333,0.0004
20,0.50258,0.45598
21,0.000312,0.000288
22,0.51428,0.48789
23,0.44348,0.41198
24,0.000325,0.0002625
1,0.459066667,0.3961
2,0.00064375,0.00046875
3,0.499591429,0.471374286
4,0.51493125,0.4855
5,0.59542,0.55898
6,0.629497143,0.594754286
7,0.482232,0.447632
8,0.52897,0.47914
9,0.55042,0.47546
10,0.48714375,0.4412375
11,0.5944,0.52925
12,0.54361,0.47596
13,0.200163333,0.113506667
14,0.515833333,0.453433333
15,0.48076875,0.4188125
16,0.61023125,0.57329375
17,0.5335625,0.47100625
18,0.4639375,0.406425
19,0.000333333,0.000266667
20,0.51254,0.44752
21,0.000488,0.000272
22,0.43056,0.40062
23,0.49956,0.45312
24,0.0007375,0.00048125
1,0.474566667,0.445433333
2,0.0009,0.0005
3,0.613111429,0.534717143
4,0.50961875,0.48245
5,0.59061,0.5100275
6,0.542254286,0.468037143
7,0.526544,0.469976
8,0.40487,0.37085
9,0.46226,0.40652
10,0.4360125,0.39470625
11,0.6514625,0.564025
12,0.45236,0.42714
13,0.21105,0.125633333
14,0.496533333,0.453966667
15,0.4686125,0.41524375
16,0.4892125,0.46005625
17,0.42548125,0.369325
18,0.4312125,0.3795625
19,0.000133333,0.0001
20,0.55372,0.48274
21,0.00008,0.000056
22,0.54137,0.49153
23,0.45376,0.38882
24,0.00028125,0.0001875
1,0.5783,0.497233333
2,0.00073125,0.00049375
3,0.559934286,0.492302857
4,0.473275,0.4494625
5,0.6904125,0.624805
6,0.753314286,0.681482857
7,0.53128,0.488904
8,0.43653,0.3916
9,0.553,0.47926
10,0.454525,0.40956875
11,0.7555,0.6768875
12,0.5389775,0.4970325
13,0.00026,0.000186667
14,0.473433333,0.4491
15,0.5602125,0.52779375
16,0.73198125,0.63991875
17,0.516,0.4451375
18,0.4562625,0.426525
19,0.0001,6.66667E-05
20,0.55236,0.50922
21,0.000824,0.000704
22,0.44267,0.40614
23,0.48764,0.43034
24,0.0004125,0.000275
1,0.4721,0.412233333
2,0.00018125,0.00015
3,0.615874286,0.568628571
4,0.4905375,0.4375625
5,0.5791625,0.50251
6,0.702005714,0.606434286
7,0.51328,0.471528
8,0.51566,0.47315
9,0.5854,0.49878
10,0.54881875,0.486175
11,0.7384,0.637875
12,0.5534125,0.48795
13,0.00012,0.00008
14,0.468033333,0.410266667
15,0.50311875,0.4355875
16,0.73124375,0.6770625
17,0.5372125,0.48513125
18,0.543,0.5014375
19,0.000466667,0.000366667
20,0.53216,0.47252
21,0.000552,0.000424
22,0.52764,0.47858
23,0.48744,0.45442
24,0.00035625,0.00029375
1,0.526566667,0.452833333
2,0.00019375,0.000175
3,0.752557143,0.655491429
4,0.56610625,0.52835625
5,0.59132,0.547595
6,0.770905714,0.664417143
7,0.52796,0.461744
8,0.57079,0.51147
9,0.47704,0.44872
10,0.5313,0.45614375
11,0.6161,0.55695
12,0.566095,0.50976
13,0.000333333,0.000166667
14,0.5723,0.513166667
15,0.486475,0.43420625
16,0.70788125,0.66015
17,0.57501875,0.49623125
18,0.4448625,0.40035
19,6.66667E-05,3.33333E-05
20,0.58238,0.52348
21,0.00004,0.000032
22,0.45731,0.41067
23,0.60074,0.52728
24,0.00089375,0.000575
1,0.476133333,0.427533333
2,0.0005125,0.00039375
3,0.772788571,0.700917143
4,0.44495625,0.3845125
5,0.7087975,0.6513525
6,0.70836,0.650334286
7,0.5854,0.554456
8,0.55529,0.50943
9,0.451,0.39292
10,0.47456875,0.42426875
11,0.7159,0.64325
12,0.593485,0.5307575
13,0.00031,0.000223333
14,0.582,0.521233333
15,0.4429125,0.38985
16,0.65943125,0.62285
17,0.438325,0.4023875
18,0.5888625,0.5366875
19,0.0001,0.0001
20,0.57788,0.50734
21,0.000648,0.0004
22,0.43854,0.40918
23,0.4655,0.42348
24,0.00070625,0.0006
1,0.475766667,0.404866667
2,0.00074375,0.00068125
3,0.746274286,0.693994286
4,0.5456125,0.4953125
5,0.5885625,0.5547925
6,0.649702857,0.558728571
7,0.467,0.41308
8,0.50812,0.45082
9,0.53966,0.4798
10,0.5418625,0.50400625
11,0.6374,0.547425
12,0.5056925,0.4458875
13,0.217606667,0.13599
14,0.609033333,0.523966667
15,0.45808125,0.4205125
16,0.6050625,0.53075625
17,0.53219375,0.4578625
18,0.5270875,0.488075
19,0.000266667,0.000233333
20,0.4684,0.39936
21,0,0
22,0.46005,0.42145
23,0.60356,0.55582
24,0.00049375,0.00046875
1,0.543166667,0.489766667
2,0.00066875,0.00061875
3,0.6491,0.59576
4,0.52281875,0.456875
5,0.6048425,0.538425
6,0.770311429,0.684637143
7,0.5228,0.458632
8,0.44916,0.38309
9,0.59202,0.5382
10,0.53848125,0.46178125
11,0.7383625,0.6695875
12,0.5842025,0.51733
13,0.29824,0.199033333
14,0.550766667,0.4936
15,0.487975,0.4162375
16,0.717175,0.63925625
17,0.48156875,0.4315625
18,0.585025,0.5088125
19,0.000766667,0.000566667
20,0.5632,0.49596
21,0.0004,0.000296
22,0.56433,0.48986
23,0.56304,0.47894
24,0.000625,0.0005
1,0.6061,0.547666667
2,0.00056875,0.0003125
3,0.650148571,0.584174286
4,0.51735625,0.47619375
5,0.6375825,0.5516175
6,0.768331429,0.674071429
7,0.553448,0.49092
8,0.54404,0.47195
9,0.60964,0.54628
10,0.44508125,0.39346875
11,0.5708625,0.499375
12,0.4594675,0.4211375
13,0.218373333,0.104573333
14,0.525966667,0.4554
15,0.5542875,0.49835625
16,0.5870875,0.52065625
17,0.43579375,0.40833125
18,0.4941,0.4672625
19,0.000766667,0.0007
20,0.44978,0.40476
21,0.000528,0.000384
22,0.46085,0.43535
23,0.47254,0.40304
24,0.00023125,0.00013125
1,0.559133333,0.5046
2,0.000875,0.0007125
3,0.678177143,0.596082857
4,0.58383125,0.54290625
5,0.5823825,0.5284625
6,0.669431429,0.629502857
7,0.508248,0.467664
8,0.53592,0.48696
9,0.57964,0.52346
10,0.50644375,0.455875
11,0.5711125,0.5406625
12,0.52297,0.4567725
13,0.261213333,0.15555
14,0.588166667,0.5335
15,0.542425,0.4856875
16,0.71731875,0.6694125
17,0.50665,0.4653125
18,0.517975,0.445375
19,0.000833333,0.000666667
20,0.57306,0.54178
21,0.000544,0.000424
22,0.56928,0.54056
23,0.44688,0.38114
24,0.0007625,0.00068125
1,0.495066667,0.449933333
2,0.0000875,0.00008125
3,0.591197143,0.54288
4,0.4594875,0.41038125
5,0.61857,0.531115
6,0.679031429,0.636722857
7,0.45624,0.432792
8,0.57606,0.54022
9,0.48702,0.41726
10,0.4773125,0.4204875
11,0.6236125,0.5523375
12,0.4984975,0.4259025
13,0.28934,0.21442
14,0.551333333,0.509733333
15,0.49838125,0.4433125
16,0.70344375,0.64906875
17,0.54494375,0.50149375
18,0.570625,0.5222
19,0.0002,0.000133333
20,0.47372,0.44498
21,0.000504,0.000344
22,0.59455,0.53718
23,0.5276,0.45246
24,0.0000625,0.00005625
1,0.5391,0.479566667
2,0.00043125,0.0002875
3,0.712997143,0.631031429
4,0.54845625,0.496275
5,0.6236875,0.5798575
6,0.555848571,0.502477143
7,0.549232,0.510192
8,0.53931,0.46609
9,0.49052,0.43648
10,0.51585625,0.48456875
11,0.5908125,0.545325
12,0.4812875,0.44928
13,0.214503333,0.098036667
14,0.546533333,0.483666667
15,0.4432875,0.390625
16,0.64675625,0.60584375
17,0.55310625,0.5164
18,0.4577625,0.432575
19,0.000266667,0.0002
20,0.58426,0.51898
21,0.000528,0.000312
22,0.46887,0.44525
23,0.45066,0.3966
24,0.00038125,0.0003
1,0.485466667,0.419666667
2,0.0003375,0.0002375
3,0.597765714,0.5457
4,0.50585625,0.45679375
5,0.6215525,0.5542
6,0.627028571,0.56094
7,0.526896,0.475432
8,0.59558,0.55493
9,0.45368,0.4291
10,0.53828125,0.49866875
11,0.6894,0.597
12,0.513005,0.4746075
13,0.200293333,0.110016667
14,0.598266667,0.518
15,0.58335,0.49706875
16,0.7075375,0.6105875
17,0.50515625,0.43599375
18,0.4941625,0.4387125
19,0.000833333,0.0007
20,0.52476,0.47594
21,0.001,0.000584
22,0.59414,0.52233
